intelligible,"이해할 수 있는, 잘 이해되는","In this sense, rules create a problem that is artificial yet intelligible.",18063
aloof,냉담한,People who do not know you may think that you are aloof or that you think you are better than them.,18063
inadvertently,무심코,"~, such as inadvertently insulting another person whose opinion is not agreeable.",18063
insult,모욕하다,"~, such as inadvertently insulting another person whose opinion is not agreeable.",18063
reflect on,"곰곰히 생각해보고 사색하다, 깊게 생각하다",An introvert would enjoy reflecting on their thoughts.,18063
equilibrium,평형상태,The value of carbon sinks is that they can help create equilibrium in the atmosphere by removing excess CO2.,18063
democracy,민주주의,"For one thing, nearly half the countries in the world are now democracies.",18063
condition,조건,"~, but the conditions for trying to create soft power have changed dramatically in recent years.",18063
diplomacy,외교,Diplomacy aimed at public opinion can become as important to outcomes as traditional classified diplomatic communications among leaders.,18063
clutter,혼란,"~, and those who can distinguish valuable information from background clutter gain power.",18063
trek,여행하다(도보여행),"~, or whether they get up and go on a trek to Nepal.",18063
take place,"열리다, 발생하다",Tourism takes place simultaneously in the realm of the imagination and that of the physical world.,18063
tourism,관광,Tourism takes place simultaneously in the realm of the imagination and that of the physical world.,18063
in contrast to,~와는 대조적으로,"In contrast to literature or film, it leads to 'real', tangible worlds.",18063
tangible,"만져서 알 수 있는, 유형의","In contrast to literature or film, it leads to 'real', tangible worlds.",18063
be anchored,~에 기반한,But now this confirmation is anchored in a physical experience.,18063
clinical,"임상의, 임상치료의",There are also clinical cases that show the flip side of this coin.,18063
voluntary,자발적인,One neural system is under voluntary control and the other works under involuntary control.,18063
involuntary,비자발적인,One neural system is under voluntary control and the other works under involuntary control.,18063
deceitful,"속이는, 정직하지 않은","They still have facial expreessions, but are incapable of producing deceitful ones.",18063
demeanor,"태도, 표정","~, so that the only changes in their demeanor you will see are actually willed expressions.",18063
willed,"자발적인, 의지가 들어간","~, so that the only changes in their demeanor you will see are actually willed expressions.",18063
hierarchial,계층의,"In some subject areas, topics build on one another in a hierarchial fashion.",18063
addition,덧셈,An elementary school student should probably master principles of addition before moving to multiplication.,18063
multiplication,곱셈,An elementary school student should probably master principles of addition before moving to multiplication.,18063
anatomy,해부학,A medical student must have expertise in human anatomy before studying surgical techniques.,18063
lateral,옆으로의,"When knowledge of the first topic is helpful but not essential to learning the second one, lateral transfer is occuring.",18063
vertical,수직의,,18063
recital,연주회,"The permanent repertoire of musical classics dominated almost every field of concert music, from piano, song, or chamber music recitals to operas and orchestral concerts.",18063
chamber,실내악의,"The permanent repertoire of musical classics dominated almost every field of concert music, from piano, song, or chamber music recitals to operas and orchestral concerts.",18063
repertoire,"레퍼토리, 상연목록","The permanent repertoire of musical classics dominated almost every field of concert music, from piano, song, or chamber music recitals to operas and orchestral concerts.",18063
enshrine,소중히하다,"~, and they judged new music by the standards of the classics already enshrined in the repertoire.",18063
emulation,"경쟁, 모방","They combined individuality and innovation with emulation of the past, ~.",18063
shore,"해안, 해변",It was located along the edge of a lake and featured a wooden boardwalk which was built along the shore.,18063
at an angle,비스듬히,"A boy riding a bicycle slipped on the damp wooden surface, hitting Rita at an angle.",18063
propel,"~을 나아가게 하다, 추진시키다","A boy riding a bicycle slipped on the damp wooden surface, hitting Rita at an angle, which propelled her through an open section of the guard rail.",18063
