immutable,변치 않는,"If philosophy were to admit defeat in its search for some immutable essence of art, it is hardly through lack of trying.",20073
paradigmatic,전형적인,Art seems to be a paradigmatic example of a Wittgensteinian 'family resemblance' concept.,20073
arguably,"거의 틀림없이, 아마 틀림없이","Arguably, we have very good reasong for thinking that this has been one of the biggest wild goose chases in the history of ideas.",20073
radical,급진적인,A radical idea that challenges the existing art forms.,20073
plight,"곤경, 역경",We respond to a child drowing in a pond because of her plight not her rights.,20073
taxation,과세,Obligations are to rights what taxation is to public spending.,20073
A is to B what C is to D,A와 B의 관계는 C와 D의 관계와 같다,Obligations are to rights what taxation is to public spending.,20073
finance (as V),"~에 자금을 공급하다, 출자하다",Discussion of public spending must balance its benefits against how it would be financed.,20073
otherwise,그렇지 않다면,"Otherwise, politicians promise higher spending during an election.",20073
electorate,유권자,Western electorates has mostly learned it.,20073
cash in on,"~로부터 이익을 챙기다, ~을 이용하다, ~으로 벌다","Even if you don't know how to cash in on the data today, ~",20073
explicitly,"명시적으로, 솔직하게","I don't know for certain that the data-giants explicitly think about it in such terms, ~",20073
democratization,민주화,They acknowledge the need for the democratization of data.,20073
underestimate,과소평가하다,He underestimates the long-term effects of short-term losses.,20073
